user_id,signup_date,market,age_band,gender,height_cm,subscription_tier,referral_source,has_complete_demographics
USR_0355,2024-01-17,UAE,35-44,Female,165.5,Free,referral,True
USR_0356,2024-02-02,UAE,25-34,Prefer not to say,169.2,Free,organic search,True
USR_0357,2024-02-17,Nigeria,,Female,166.3,Free,paid ad,False
USR_0358,2024-03-16,Nigeria,25-34,Female,172.9,Free,paid ad,True
USR_0359,2024-02-28,UAE,25-34,Male,178.1,Basic,paid ad,True
USR_0360,2024-03-26,United Kingdom,35-44,Female,162.9,Free,referral,True
USR_0361,2024-01-22,Nigeria,25-34,Female,173.6,Premium,organic search,True
USR_0362,2024-01-30,UAE,35-44,Male,176.4,Free,social media,True
USR_0363,2024-02-07,Nigeria,18-24,Female,157.2,Basic,organic search,True
USR_0364,2024-04-11,United Kingdom,18-24,Male,178.8,Basic,direct,True
USR_0365,2024-02-20,Nigeria,25-34,Female,164.7,Free,organic search,True
USR_0366,2024-02-23,Nigeria,35-44,Female,160.2,Free,unknown,True
USR_0367,2024-01-08,Nigeria,,Female,158.9,Basic,social media,False
USR_0368,2024-01-27,United Kingdom,25-34,Male,171.9,Free,social media,True
USR_0369,2024-01-27,Nigeria,25-34,Female,158.8,Premium,social media,True
USR_0370,2024-04-07,Nigeria,35-44,Female,160.4,Basic,referral,True
USR_0371,2024-01-21,Nigeria,18-24,Female,156.9,Premium,social media,True
USR_0372,2024-01-30,United Kingdom,25-34,Male,176.7,Free,referral,True
USR_0373,2024-04-06,UAE,45-54,Male,176.2,Basic,referral,True
USR_0374,2024-01-28,Nigeria,35-44,Female,164.1,Basic,paid ad,True
USR_0375,2024-03-04,United Kingdom,,Male,173.6,Basic,direct,False
USR_0376,2024-04-06,UAE,45-54,Female,160.9,Free,paid ad,True
USR_0377,2024-03-09,United Kingdom,35-44,Female,170.7,Basic,paid ad,True
USR_0378,2024-03-01,Nigeria,,Female,162.4,Basic,social media,False
USR_0379,2024-02-17,Nigeria,35-44,Female,169.6,Basic,organic search,True
USR_0380,2024-01-19,Nigeria,35-44,Female,156.0,Free,referral,True
USR_0381,2024-01-04,Nigeria,25-34,Male,178.1,Premium,social media,True
USR_0382,2024-02-04,Nigeria,25-34,Male,168.9,Free,organic search,True
USR_0383,2024-03-04,United Kingdom,25-34,Male,170.1,Premium,referral,True
USR_0384,2024-02-18,Nigeria,35-44,Male,171.1,Premium,direct,True
USR_0385,2024-01-17,Nigeria,25-34,Female,159.2,Premium,organic search,True
USR_0386,2024-02-13,United Kingdom,45-54,Female,159.2,Basic,unknown,True
USR_0387,2024-04-01,Nigeria,35-44,Female,169.3,Free,direct,True
USR_0388,2024-01-30,UAE,18-24,Female,162.3,Premium,organic search,True
USR_0389,2024-04-02,United Kingdom,35-44,Prefer not to say,169.6,Free,referral,True
USR_0390,2024-02-15,Nigeria,25-34,Female,159.3,Basic,organic search,True
USR_0391,2024-01-06,United Kingdom,35-44,Female,167.1,Basic,referral,True
USR_0392,2024-04-08,United Kingdom,35-44,Female,164.1,Basic,paid ad,True
USR_0393,2024-02-06,United Kingdom,25-34,Male,171.8,Free,direct,True
USR_0394,2024-01-24,Nigeria,25-34,Male,162.9,Basic,paid ad,True
USR_0395,2024-04-02,Nigeria,25-34,Male,175.5,Premium,social media,True
USR_0396,2024-02-15,United Kingdom,18-24,Female,165.5,Free,social media,True
USR_0397,2024-02-22,Nigeria,25-34,Female,156.1,Premium,direct,True
USR_0398,2024-04-04,Nigeria,25-34,Male,171.9,Free,paid ad,True
USR_0399,2024-04-08,Nigeria,55+,Male,177.8,Free,direct,True
USR_0400,2024-02-29,United Kingdom,25-34,Female,152.6,Free,direct,True
USR_0401,2024-04-06,Nigeria,25-34,Male,169.5,Free,social media,True
USR_0402,2024-03-03,UAE,35-44,Male,176.6,Premium,referral,True
USR_0403,2024-03-25,United Kingdom,18-24,Female,168.6,Free,social media,True
USR_0404,2024-02-01,UAE,55+,Male,189.3,Free,social media,True
USR_0405,2024-03-27,UAE,,Male,187.7,Free,social media,False
USR_0406,2024-02-02,UAE,35-44,Female,162.9,Basic,organic search,True
USR_0407,2024-03-07,UAE,25-34,Female,159.1,Basic,unknown,True
USR_0408,2024-01-18,Nigeria,25-34,Female,167.5,Free,organic search,True
USR_0409,2024-01-25,United Kingdom,25-34,Male,170.2,Free,direct,True
USR_0410,2024-04-04,Nigeria,45-54,Male,168.7,Premium,social media,True
USR_0411,2024-02-23,Nigeria,18-24,Male,171.9,Free,organic search,True
USR_0412,2024-02-27,United Kingdom,25-34,Female,159.4,Basic,referral,True
USR_0413,2024-03-07,United Kingdom,55+,Female,164.5,Free,social media,True
USR_0414,2024-04-13,Nigeria,25-34,Male,169.8,Basic,social media,True
USR_0415,2024-02-15,United Kingdom,25-34,Female,162.5,Free,organic search,True
USR_0416,2024-01-24,UAE,,Male,185.2,Basic,organic search,False
USR_0417,2024-02-01,United Kingdom,55+,Male,174.9,Free,social media,True
USR_0418,2024-02-16,United Kingdom,18-24,Male,184.6,Premium,paid ad,True
USR_0419,2024-03-26,UAE,35-44,Male,182.4,Free,organic search,True
USR_0420,2024-01-23,UAE,35-44,Female,165.6,Basic,organic search,True
USR_0421,2024-03-06,United Kingdom,25-34,Female,159.9,Free,referral,True
USR_0422,2024-01-27,UAE,35-44,Male,181.3,Free,organic search,True
USR_0423,2024-01-02,UAE,18-24,,160.5,Basic,organic search,False
USR_0424,2024-03-30,UAE,25-34,Male,174.0,Free,organic search,True
USR_0425,2024-01-17,Nigeria,45-54,Female,164.0,Premium,social media,True
USR_0426,2024-04-13,Nigeria,45-54,Prefer not to say,168.0,Premium,referral,True
USR_0427,2024-02-02,Nigeria,35-44,Male,169.0,Premium,organic search,True
USR_0428,2024-01-09,Nigeria,35-44,Female,152.8,Free,referral,True
USR_0429,2024-02-12,United Kingdom,25-34,Male,180.7,Basic,social media,True
USR_0430,2024-02-17,United Kingdom,18-24,Male,178.0,Free,social media,True
USR_0431,2024-02-08,UAE,18-24,Male,162.0,Premium,social media,True
USR_0432,2024-04-02,Nigeria,25-34,Female,157.5,Basic,organic search,True
USR_0433,2024-02-11,UAE,,Female,163.1,Premium,paid ad,False
USR_0434,2024-01-26,United Kingdom,25-34,Male,177.1,Basic,social media,True
USR_0435,2024-04-08,United Kingdom,25-34,Female,152.9,Basic,organic search,True
USR_0436,2024-02-19,UAE,25-34,Female,161.5,Free,social media,True
USR_0437,2024-01-25,United Kingdom,35-44,Female,165.2,Basic,social media,True
USR_0438,2024-01-24,Nigeria,45-54,,159.9,Free,referral,False
USR_0439,2024-01-13,UAE,25-34,Female,163.5,Basic,social media,True
USR_0440,2024-02-29,Nigeria,55+,Male,170.6,Basic,direct,True
USR_0441,2024-01-07,Nigeria,45-54,Male,180.4,Basic,unknown,True
USR_0442,2024-02-26,UAE,25-34,Prefer not to say,162.4,Free,organic search,True
USR_0443,2024-02-05,Nigeria,45-54,Male,166.0,Basic,referral,True
USR_0444,2024-02-14,United Kingdom,35-44,Prefer not to say,168.2,Free,paid ad,True
USR_0445,2024-01-20,Nigeria,35-44,Female,153.4,Basic,unknown,True
USR_0446,2024-03-05,UAE,25-34,Male,159.3,Free,referral,True
USR_0447,2024-01-08,Nigeria,35-44,Male,181.6,Free,referral,True
USR_0448,2024-01-16,UAE,25-34,Male,167.1,Free,unknown,True
USR_0449,2024-01-14,United Kingdom,35-44,Female,154.0,Basic,organic search,True
USR_0450,2024-03-16,Nigeria,35-44,Male,168.3,Free,social media,True
USR_0451,2024-03-27,United Kingdom,35-44,Male,168.0,Free,direct,True
USR_0452,2024-01-15,UAE,35-44,Male,173.0,Premium,organic search,True
USR_0453,2024-04-01,Nigeria,35-44,Male,166.3,Free,organic search,True
USR_0454,2024-04-07,Nigeria,18-24,Female,165.0,Basic,social media,True
USR_0455,2024-03-06,Nigeria,25-34,Male,178.5,Basic,unknown,True
USR_0456,2024-02-01,United Kingdom,45-54,Female,154.4,Premium,direct,True
USR_0457,2024-03-27,United Kingdom,25-34,Male,169.7,Basic,social media,True
USR_0458,2024-03-03,United Kingdom,18-24,Male,170.3,Basic,unknown,True
USR_0459,2024-03-26,Nigeria,25-34,Male,172.8,Premium,paid ad,True
USR_0460,2024-02-20,Nigeria,25-34,Male,181.6,Free,social media,True
USR_0461,2024-01-25,United Kingdom,,Prefer not to say,176.0,Premium,unknown,False
USR_0462,2024-02-27,Nigeria,35-44,Female,177.0,Free,organic search,True
USR_0463,2024-03-03,Nigeria,55+,Male,158.1,Premium,paid ad,True
USR_0464,2024-03-02,UAE,35-44,Female,156.5,Free,social media,True
USR_0465,2024-01-22,United Kingdom,25-34,Male,186.7,Basic,referral,True
USR_0466,2024-02-27,United Kingdom,25-34,Male,161.4,Free,referral,True
USR_0467,2024-02-27,UAE,35-44,Prefer not to say,180.5,Basic,unknown,True
USR_0468,2024-03-26,United Kingdom,18-24,Female,162.9,Free,paid ad,True
USR_0469,2024-02-18,UAE,45-54,Prefer not to say,169.3,Premium,referral,True
USR_0470,2024-02-21,Nigeria,45-54,Male,165.0,Premium,paid ad,True
USR_0471,2024-02-11,Nigeria,25-34,Female,159.3,Free,paid ad,True
USR_0472,2024-03-10,Nigeria,,Male,186.2,Premium,organic search,False
USR_0473,2024-01-15,Nigeria,45-54,Male,173.7,Basic,organic search,True
USR_0474,2024-02-23,United Kingdom,35-44,Female,159.3,Basic,unknown,True
USR_0475,2024-02-29,Nigeria,18-24,Male,176.8,Free,social media,True
USR_0476,2024-04-10,Nigeria,25-34,Female,160.8,Free,organic search,True
USR_0477,2024-04-06,Nigeria,35-44,Female,164.1,Free,organic search,True
USR_0478,2024-01-08,Nigeria,25-34,Male,168.1,Free,paid ad,True
USR_0479,2024-02-22,United Kingdom,18-24,Female,161.5,Premium,direct,True
USR_0480,2024-02-29,Nigeria,35-44,Female,158.2,Free,social media,True
USR_0481,2024-01-05,United Kingdom,18-24,Male,161.4,Premium,referral,True
USR_0482,2024-04-12,Nigeria,35-44,Female,164.9,Free,social media,True
USR_0483,2024-03-08,United Kingdom,55+,Female,154.6,Basic,direct,True
USR_0484,2024-01-06,UAE,45-54,Male,172.8,Basic,paid ad,True
USR_0485,2024-04-05,Nigeria,25-34,Female,167.6,Premium,organic search,True
USR_0486,2024-04-03,United Kingdom,45-54,Prefer not to say,157.5,Free,unknown,True
USR_0487,2024-02-16,Nigeria,18-24,Male,178.2,Basic,paid ad,True
USR_0488,2024-04-08,Nigeria,18-24,Female,160.2,Free,unknown,True
USR_0489,2024-02-24,UAE,35-44,Male,167.2,Free,organic search,True
USR_0490,2024-02-09,Nigeria,25-34,Female,174.1,Free,referral,True
USR_0491,2024-02-21,Nigeria,25-34,Female,162.0,Basic,organic search,True
USR_0492,2024-01-16,United Kingdom,35-44,Male,170.0,Free,paid ad,True
USR_0493,2024-01-13,Nigeria,25-34,Male,168.5,Basic,referral,True
USR_0494,2024-01-30,UAE,25-34,Female,167.3,Free,organic search,True
USR_0495,2024-01-19,Nigeria,25-34,Male,169.7,Basic,organic search,True
USR_0496,2024-01-17,UAE,35-44,Female,166.5,Free,referral,True
USR_0497,2024-03-03,United Kingdom,35-44,Male,174.0,Basic,organic search,True
USR_0498,2024-01-19,United Kingdom,25-34,Female,168.7,Premium,organic search,True
USR_0499,2024-04-01,UAE,25-34,Female,155.7,Basic,unknown,True
USR_0500,2024-02-27,Nigeria,25-34,Female,156.6,Basic,organic search,True
USR_0501,2024-02-24,UAE,18-24,Male,172.0,Free,organic search,True
USR_0502,2024-03-30,Nigeria,45-54,Female,160.8,Basic,paid ad,True
USR_0503,2024-04-10,Nigeria,25-34,Female,159.9,Free,referral,True
USR_0504,2024-03-30,Nigeria,25-34,Male,192.4,Free,paid ad,True
USR_0505,2024-03-02,United Kingdom,35-44,Male,188.4,Basic,referral,True
USR_0506,2024-01-23,Nigeria,35-44,Male,176.1,Premium,paid ad,True
USR_0507,2024-01-09,UAE,35-44,Female,164.5,Free,referral,True
USR_0508,2024-01-12,UAE,25-34,,160.6,Basic,referral,False
USR_0509,2024-01-01,UAE,25-34,Male,166.7,Basic,unknown,True
USR_0510,2024-02-27,Nigeria,,Female,160.9,Free,paid ad,False
USR_0511,2024-01-01,United Kingdom,25-34,Male,179.4,Free,paid ad,True
USR_0512,2024-02-03,Nigeria,35-44,Male,183.1,Free,social media,True
USR_0513,2024-04-05,Nigeria,,Prefer not to say,175.0,Free,unknown,False
USR_0514,2024-02-17,Nigeria,35-44,,157.4,Free,direct,False
USR_0515,2024-03-29,Nigeria,45-54,,160.3,Free,referral,False
USR_0516,2024-04-13,United Kingdom,25-34,Male,163.7,Free,referral,True
USR_0517,2024-01-01,United Kingdom,35-44,Female,169.0,Basic,referral,True
USR_0518,2024-01-16,Nigeria,25-34,Female,159.5,Basic,unknown,True
USR_0519,2024-03-01,Nigeria,35-44,Male,173.7,Premium,paid ad,True
USR_0520,2024-04-12,Nigeria,25-34,Female,164.9,Free,organic search,True
USR_0521,2024-03-04,Nigeria,25-34,Female,178.6,Basic,referral,True
USR_0522,2024-03-03,UAE,25-34,Female,163.6,Premium,organic search,True
USR_0523,2024-03-09,Nigeria,55+,Male,172.3,Basic,social media,True
USR_0524,2024-01-22,Nigeria,25-34,Female,154.6,Free,paid ad,True
USR_0525,2024-04-02,Nigeria,18-24,Female,170.8,Basic,referral,True
USR_0526,2024-03-07,UAE,25-34,Male,172.7,Free,social media,True
USR_0527,2024-03-16,UAE,45-54,Female,171.9,Free,referral,True
USR_0528,2024-01-26,United Kingdom,35-44,,168.6,Basic,social media,False
USR_0529,2024-01-16,United Kingdom,35-44,Male,170.8,Basic,organic search,True
USR_0530,2024-02-20,United Kingdom,25-34,Male,164.3,Free,organic search,True
USR_0531,2024-04-10,Nigeria,35-44,Female,163.6,Premium,organic search,True
USR_0532,2024-03-26,UAE,25-34,Female,158.3,Basic,social media,True
USR_0533,2024-02-26,United Kingdom,45-54,Female,162.2,Basic,social media,True
USR_0534,2024-01-29,United Kingdom,35-44,Male,181.3,Premium,social media,True
USR_0535,2024-03-18,United Kingdom,25-34,Prefer not to say,156.4,Free,social media,True
USR_0536,2024-04-01,United Kingdom,18-24,Male,175.9,Premium,direct,True
USR_0537,2024-03-09,United Kingdom,18-24,Male,179.3,Basic,unknown,True
USR_0538,2024-02-16,UAE,25-34,Female,166.8,Free,organic search,True
USR_0539,2024-04-03,UAE,25-34,Male,164.5,Basic,social media,True
USR_0540,2024-03-02,United Kingdom,35-44,Male,176.9,Basic,organic search,True
USR_0541,2024-03-09,United Kingdom,,Male,182.4,Basic,social media,False
USR_0542,2024-03-16,Nigeria,25-34,Male,176.4,Premium,organic search,True
USR_0543,2024-01-16,United Kingdom,18-24,Male,173.2,Basic,organic search,True
USR_0544,2024-03-30,Nigeria,18-24,Prefer not to say,176.0,Basic,unknown,True
USR_0545,2024-03-30,United Kingdom,,Male,169.1,Premium,social media,False
USR_0546,2024-02-17,UAE,25-34,,152.8,Basic,organic search,False
USR_0547,2024-03-25,United Kingdom,35-44,Female,160.8,Free,organic search,True
USR_0548,2024-02-08,Nigeria,45-54,Female,165.2,Premium,organic search,True
USR_0549,2024-04-09,Nigeria,35-44,Male,181.3,Free,social media,True
USR_0550,2024-02-02,Nigeria,45-54,Female,165.2,Basic,paid ad,True
USR_0551,2024-04-03,United Kingdom,25-34,Female,167.0,Premium,social media,True
USR_0552,2024-04-10,Nigeria,55+,Female,168.3,Basic,social media,True
USR_0553,2024-01-23,Nigeria,18-24,Female,160.0,Basic,organic search,True
USR_0554,2024-01-10,Nigeria,18-24,Female,161.1,Basic,social media,True
USR_0555,2024-03-09,United Kingdom,35-44,Male,183.0,Basic,referral,True
USR_0556,2024-04-09,United Kingdom,55+,Female,154.7,Premium,organic search,True
USR_0557,2024-02-03,Nigeria,45-54,Female,164.6,Free,organic search,True
USR_0558,2024-02-21,Nigeria,18-24,Female,157.7,Free,paid ad,True
USR_0559,2024-04-04,United Kingdom,25-34,Prefer not to say,175.7,Free,referral,True
USR_0560,2024-01-10,United Kingdom,55+,Male,173.9,Basic,unknown,True
USR_0561,2024-01-19,United Kingdom,25-34,Prefer not to say,168.1,Basic,referral,True
USR_0562,2024-02-27,Nigeria,45-54,Male,186.1,Premium,paid ad,True
USR_0563,2024-04-05,United Kingdom,45-54,Male,166.5,Free,social media,True
USR_0564,2024-01-01,Nigeria,25-34,Male,175.5,Basic,social media,True
USR_0565,2024-03-09,UAE,25-34,Male,172.7,Free,paid ad,True
USR_0566,2024-01-04,United Kingdom,25-34,,165.2,Free,paid ad,False
USR_0567,2024-01-16,Nigeria,25-34,Male,187.5,Basic,paid ad,True
USR_0568,2024-01-24,Nigeria,45-54,Male,169.8,Free,unknown,True
USR_0569,2024-03-20,United Kingdom,25-34,Female,154.8,Free,organic search,True
USR_0570,2024-01-02,UAE,45-54,Female,157.1,Free,referral,True
USR_0571,2024-04-01,United Kingdom,18-24,Female,160.6,Free,organic search,True
USR_0572,2024-02-01,United Kingdom,55+,Female,162.4,Basic,organic search,True
USR_0573,2024-03-31,United Kingdom,25-34,Female,162.7,Free,organic search,True
USR_0574,2024-03-24,United Kingdom,18-24,Male,186.6,Basic,social media,True
USR_0575,2024-01-24,Nigeria,18-24,Male,185.4,Premium,direct,True
USR_0576,2024-01-12,UAE,35-44,Female,169.8,Basic,unknown,True
USR_0577,2024-02-19,Nigeria,35-44,Male,191.6,Premium,referral,True
USR_0578,2024-02-04,Nigeria,45-54,Female,166.9,Basic,referral,True
USR_0579,2024-02-02,UAE,18-24,Male,181.8,Basic,organic search,True
USR_0580,2024-02-02,Nigeria,18-24,Male,179.6,Premium,social media,True
USR_0581,2024-03-01,Nigeria,35-44,Female,165.8,Free,organic search,True
USR_0582,2024-02-20,Nigeria,25-34,Female,164.4,Premium,social media,True
USR_0583,2024-02-12,UAE,25-34,Female,159.6,Free,unknown,True
USR_0584,2024-04-10,Nigeria,55+,Female,154.5,Free,direct,True
USR_0585,2024-01-12,Nigeria,,Male,173.1,Free,referral,False
USR_0586,2024-03-07,Nigeria,,Male,178.0,Basic,social media,False
USR_0587,2024-03-05,Nigeria,45-54,Female,162.4,Basic,organic search,True
USR_0588,2024-02-02,Nigeria,25-34,Female,155.6,Basic,referral,True
USR_0589,2024-02-09,Nigeria,25-34,Male,172.8,Free,organic search,True
USR_0590,2024-03-14,United Kingdom,35-44,Female,160.7,Free,direct,True
USR_0591,2024-02-12,Nigeria,45-54,Male,173.6,Free,paid ad,True
USR_0592,2024-02-13,Nigeria,18-24,Male,177.4,Free,social media,True
USR_0593,2024-01-29,Nigeria,25-34,Male,178.9,Premium,organic search,True
USR_0594,2024-01-13,Nigeria,18-24,Female,159.0,Free,referral,True
USR_0595,2024-01-12,United Kingdom,35-44,Female,167.9,Premium,unknown,True
USR_0596,2024-04-04,United Kingdom,45-54,Male,181.9,Premium,direct,True
USR_0597,2024-02-15,Nigeria,45-54,Female,163.9,Free,paid ad,True
USR_0598,2024-01-02,Nigeria,25-34,Male,178.7,Basic,referral,True
USR_0599,2024-02-04,Nigeria,55+,Male,180.9,Free,referral,True
USR_0600,2024-03-27,UAE,35-44,Male,166.3,Free,paid ad,True
USR_0601,2024-03-21,United Kingdom,,Male,181.4,Free,organic search,False
USR_0602,2024-03-30,United Kingdom,25-34,,168.5,Basic,organic search,False
USR_0603,2024-01-08,Nigeria,25-34,Female,157.8,Free,social media,True
USR_0604,2024-04-02,UAE,18-24,Female,163.2,Basic,unknown,True
USR_0605,2024-01-26,Nigeria,55+,Female,149.1,Basic,organic search,True
USR_0606,2024-03-14,Nigeria,25-34,Male,175.2,Free,social media,True
USR_0607,2024-03-30,Nigeria,45-54,,180.9,Basic,unknown,False
USR_0608,2024-02-03,Nigeria,25-34,Male,162.5,Basic,organic search,True
USR_0609,2024-01-07,UAE,18-24,Male,181.6,Free,organic search,True
USR_0610,2024-03-08,United Kingdom,25-34,Female,157.8,Free,organic search,True
USR_0611,2024-02-27,Nigeria,18-24,Male,175.4,Basic,paid ad,True
USR_0612,2024-03-15,United Kingdom,25-34,Female,158.7,Free,paid ad,True
USR_0613,2024-01-29,UAE,45-54,Female,165.4,Basic,direct,True
USR_0614,2024-02-05,UAE,35-44,Male,181.2,Free,organic search,True
USR_0615,2024-03-29,United Kingdom,35-44,Female,165.9,Free,referral,True
USR_0616,2024-01-21,UAE,25-34,Female,162.0,Free,social media,True
USR_0617,2024-02-05,UAE,18-24,Female,159.1,Free,direct,True
USR_0618,2024-01-10,United Kingdom,18-24,Female,161.6,Basic,organic search,True
USR_0619,2024-04-10,Nigeria,35-44,Male,178.6,Free,paid ad,True
USR_0620,2024-03-13,Nigeria,18-24,Male,178.8,Basic,referral,True
USR_0621,2024-01-24,UAE,25-34,Male,177.9,Premium,referral,True
USR_0622,2024-03-04,Nigeria,35-44,Male,165.0,Basic,social media,True
USR_0623,2024-04-08,UAE,25-34,Female,161.9,Basic,direct,True
USR_0624,2024-02-18,Nigeria,25-34,Male,169.6,Free,direct,True
USR_0625,2024-04-08,Nigeria,25-34,Female,166.0,Free,social media,True
USR_0626,2024-02-05,Nigeria,45-54,Female,157.4,Basic,direct,True
USR_0627,2024-03-22,Nigeria,35-44,Male,177.2,Free,social media,True
USR_0628,2024-04-12,UAE,25-34,Male,172.0,Basic,referral,True
USR_0629,2024-04-05,UAE,18-24,Female,150.7,Free,social media,True
USR_0630,2024-01-24,UAE,55+,Female,167.6,Basic,social media,True
USR_0631,2024-01-23,United Kingdom,35-44,Female,161.8,Premium,organic search,True
USR_0632,2024-03-02,Nigeria,25-34,Male,182.9,Premium,referral,True
USR_0633,2024-04-05,United Kingdom,45-54,Male,162.3,Basic,organic search,True
USR_0634,2024-02-06,United Kingdom,25-34,Male,172.0,Basic,referral,True
USR_0635,2024-01-12,United Kingdom,35-44,Male,172.5,Basic,direct,True
USR_0636,2024-02-24,Nigeria,,Female,163.6,Basic,organic search,False
USR_0637,2024-01-13,United Kingdom,25-34,Female,154.0,Free,social media,True
USR_0638,2024-01-23,Nigeria,55+,Female,165.3,Free,organic search,True
USR_0639,2024-03-29,UAE,35-44,Female,173.5,Basic,organic search,True
USR_0640,2024-04-08,UAE,35-44,Female,164.8,Premium,social media,True
USR_0641,2024-01-30,Nigeria,25-34,Male,174.7,Free,unknown,True
USR_0642,2024-01-17,United Kingdom,18-24,Male,164.4,Basic,social media,True
USR_0643,2024-03-02,United Kingdom,25-34,Prefer not to say,162.6,Basic,paid ad,True
USR_0644,2024-03-24,Nigeria,35-44,Male,173.6,Basic,social media,True
USR_0645,2024-03-29,UAE,25-34,Female,158.8,Basic,paid ad,True
USR_0646,2024-03-26,UAE,35-44,Female,168.2,Free,paid ad,True
USR_0647,2024-01-13,Nigeria,35-44,Male,177.7,Basic,organic search,True
USR_0648,2024-02-28,Nigeria,18-24,Female,178.2,Premium,organic search,True
USR_0649,2024-01-19,Nigeria,35-44,Female,156.1,Basic,referral,True
USR_0650,2024-02-18,Nigeria,18-24,Female,162.2,Free,social media,True
USR_0651,2024-04-09,Nigeria,55+,Female,153.7,Basic,organic search,True
USR_0652,2024-01-12,UAE,25-34,Prefer not to say,152.4,Premium,unknown,True
USR_0653,2024-03-01,Nigeria,25-34,Male,179.1,Free,referral,True
USR_0654,2024-01-19,Nigeria,25-34,Male,177.5,Basic,paid ad,True
USR_0655,2024-03-16,UAE,25-34,Female,156.9,Premium,referral,True
USR_0656,2024-01-09,United Kingdom,35-44,Female,162.6,Basic,social media,True
USR_0657,2024-03-11,Nigeria,35-44,Male,169.6,Premium,paid ad,True
USR_0658,2024-01-28,Nigeria,35-44,Male,170.5,Basic,paid ad,True
USR_0659,2024-03-18,Nigeria,18-24,Female,160.1,Basic,organic search,True
USR_0660,2024-04-04,United Kingdom,25-34,Female,156.6,Basic,social media,True
USR_0661,2024-02-21,Nigeria,18-24,Female,157.7,Free,organic search,True
USR_0662,2024-03-23,United Kingdom,35-44,Female,157.9,Free,paid ad,True
USR_0663,2024-01-16,UAE,45-54,Male,177.0,Basic,paid ad,True
USR_0664,2024-03-09,Nigeria,25-34,Male,154.6,Free,organic search,True
USR_0665,2024-04-08,UAE,25-34,Female,160.6,Free,paid ad,True
USR_0666,2024-01-12,UAE,35-44,Male,166.4,Premium,referral,True
USR_0667,2024-01-25,Nigeria,45-54,Male,166.6,Premium,social media,True
USR_0668,2024-02-21,UAE,35-44,Male,170.3,Basic,referral,True
USR_0669,2024-03-25,United Kingdom,45-54,Female,161.9,Premium,paid ad,True
USR_0670,2024-04-09,UAE,25-34,Prefer not to say,166.5,Basic,referral,True
USR_0671,2024-02-22,United Kingdom,25-34,Male,166.6,Free,unknown,True
USR_0672,2024-01-23,United Kingdom,45-54,Male,179.1,Free,organic search,True
USR_0673,2024-01-16,United Kingdom,35-44,Female,156.6,Basic,social media,True
USR_0674,2024-02-26,UAE,25-34,Prefer not to say,162.9,Basic,organic search,True
USR_0675,2024-02-08,United Kingdom,35-44,Male,176.0,Free,paid ad,True
USR_0676,2024-02-22,United Kingdom,45-54,,163.9,Basic,paid ad,False
USR_0677,2024-02-11,UAE,35-44,Male,169.7,Free,referral,True
USR_0678,2024-02-27,Nigeria,35-44,Female,144.4,Basic,social media,True
USR_0679,2024-02-08,Nigeria,25-34,Male,167.8,Premium,organic search,True
USR_0680,2024-01-14,Nigeria,35-44,Male,175.1,Basic,unknown,True
USR_0681,2024-04-04,Nigeria,35-44,Female,166.1,Premium,organic search,True
USR_0682,2024-01-05,Nigeria,45-54,Female,161.5,Premium,direct,True
USR_0683,2024-02-04,UAE,45-54,Male,170.6,Premium,referral,True
USR_0684,2024-03-27,Nigeria,45-54,Female,175.8,Premium,social media,True
USR_0685,2024-04-02,United Kingdom,18-24,Male,171.4,Premium,unknown,True
USR_0686,2024-03-15,Nigeria,35-44,Female,165.7,Basic,social media,True
USR_0687,2024-01-18,UAE,35-44,Male,164.7,Free,direct,True
USR_0688,2024-03-16,UAE,35-44,Female,155.5,Basic,paid ad,True
USR_0689,2024-01-09,Nigeria,35-44,Male,178.5,Basic,paid ad,True
USR_0690,2024-03-14,UAE,45-54,Female,168.3,Free,paid ad,True
USR_0691,2024-02-27,Nigeria,25-34,Female,159.7,Free,social media,True
USR_0692,2024-01-17,UAE,35-44,Female,150.9,Premium,paid ad,True
USR_0693,2024-04-11,Nigeria,18-24,Female,161.0,Premium,paid ad,True
USR_0694,2024-01-07,UAE,25-34,Female,163.1,Premium,social media,True
USR_0695,2024-02-15,Nigeria,35-44,,174.7,Free,unknown,False
USR_0696,2024-01-13,United Kingdom,45-54,Male,170.1,Free,organic search,True
USR_0697,2024-02-09,United Kingdom,25-34,Female,161.1,Free,organic search,True
USR_0698,2024-02-11,Nigeria,18-24,Male,168.8,Free,social media,True
USR_0699,2024-01-09,Nigeria,35-44,Female,155.3,Free,organic search,True
USR_0700,2024-02-19,Nigeria,18-24,Prefer not to say,173.3,Free,social media,True
USR_0701,2024-01-27,Nigeria,25-34,Male,174.7,Premium,organic search,True
USR_0702,2024-03-06,United Kingdom,18-24,Female,161.1,Basic,social media,True
USR_0703,2024-01-05,Nigeria,,Male,170.4,Free,unknown,False
USR_0704,2024-01-29,Nigeria,25-34,Female,160.9,Free,direct,True
USR_0705,2024-02-06,Nigeria,25-34,Male,175.1,Basic,social media,True
USR_0706,2024-02-07,UAE,25-34,Male,186.1,Free,direct,True
USR_0707,2024-03-23,Nigeria,45-54,Female,165.9,Premium,social media,True
USR_0708,2024-01-08,Nigeria,35-44,Female,158.0,Free,paid ad,True
USR_0709,2024-03-05,Nigeria,35-44,Female,158.1,Free,social media,True
USR_0710,2024-03-26,Nigeria,18-24,Female,157.1,Free,referral,True
USR_0711,2024-01-17,UAE,25-34,Male,172.6,Free,referral,True
